r_naive,r_correct,theta
0.627783,0.851026,4.63344
0.114751,0.840213,2.96724
0.44542,0.902223,6.12472
0.970747,0.660129,3.89557
0.794497,0.814412,5.79035
0.733129,0.492097,2.71811
0.404799,0.764796,2.02916
0.67653,0.799852,5.87828
0.799407,0.977861,5.68662
0.56739,0.985484,5.25202
0.487028,0.86533,2.67687
0.157414,0.57961,4.74577
0.246236,0.425208,2.57545
0.740389,0.880071,6.095
0.00373863,0.702178,5.0889
0.64944,0.285192,1.24537
0.295373,0.634367,0.644686
0.883884,0.547092,0.348697
0.294607,0.890961,1.05804
0.637695,0.583922,3.45063
0.150246,0.890488,5.0425
0.638261,0.974651,6.07855
0.0852196,0.583063,5.52313
0.448601,0.912173,0.295191
0.50581,0.883887,4.01542
0.115347,0.737991,0.621306
0.618867,0.947297,5.33559
0.486468,0.525497,6.05541
0.985485,0.549223,1.50147
0.427471,0.439898,2.84985
0.980625,0.875968,4.53638
0.286884,0.148727,2.38896
0.490857,0.79144,0.00443261
0.892522,0.580556,0.289876
0.536966,0.775487,5.12972
0.0572868,0.178373,2.51663
0.371333,0.959152,1.54822
0.761184,0.73947,0.0759698
0.106161,0.753982,1.63532
0.610803,0.602305,4.98659
0.975818,0.528222,6.23287
0.720648,0.974602,0.813805
0.331155,0.750178,1.84662
0.491635,0.581973,3.58922
0.562575,0.76386,1.96608
0.303698,0.593232,1.86061
0.812169,0.658526,2.50404
0.0849158,0.698806,0.494231
0.970433,0.802381,2.38956
0.537461,0.949478,4.86144
0.137895,0.176367,4.66112
0.559019,0.209453,4.7453
0.845341,0.255371,3.27619
0.676181,0.706593,4.5284
0.923648,0.0655278,2.13947
0.385356,0.768795,4.26303
0.687039,0.186445,3.369
0.992395,0.492234,0.414215
0.66224,0.924635,1.32873
0.241125,0.84703,1.95918
0.537897,0.737276,0.622388
0.487087,0.97035,3.30343
0.289748,0.617079,0.951812
0.212407,0.746369,0.179294
0.0975801,0.675897,2.32561
0.465339,0.557922,0.0189997
0.866073,0.753655,1.95217
0.356716,0.802144,5.12564
0.918679,0.155494,5.99278
0.137435,0.58046,4.17763
0.344843,0.541767,3.77713
0.467041,0.91771,5.01016
0.854815,0.404777,2.64141
0.665576,0.810937,1.69234
0.322395,0.944942,1.94829
0.959364,0.780589,4.91999
0.142246,0.187201,0.79843
0.0115021,0.533023,5.75441
0.587807,0.510136,5.97999
0.399337,0.785001,0.549452
0.195997,0.379316,3.45218
0.492921,0.780409,0.139164
0.13154,0.892361,0.0496825
0.0417888,0.341741,5.39341
0.938254,0.907687,6.12475
0.286749,0.314312,3.18064
0.920895,0.91448,3.89364
0.552881,0.946558,4.20433
0.737873,0.61035,2.79032
0.988066,0.764327,2.70423
0.485936,0.508748,5.29782
0.853102,0.907335,0.401747
0.212955,0.690548,5.64778
0.648267,0.995284,1.54914
0.186763,0.679127,6.10264
0.572226,0.190729,1.56321
0.857753,0.871038,4.27041
0.524534,0.583327,6.05752
0.734686,0.449914,1.57094
0.779053,0.954759,4.96579
0.337247,0.753398,5.98533
0.200838,0.898949,5.9402
0.602895,0.429143,0.402196
0.541892,0.659434,3.38641
0.154371,0.970497,3.19432
0.200736,0.378745,1.87029
0.759756,0.246154,3.88514
0.586208,0.901606,3.78522
0.864087,0.231994,3.37034
0.112931,0.372763,5.28283
0.951455,0.659964,5.93844
0.984482,0.128256,5.08084
0.218175,0.58534,3.85757
0.910403,0.794532,4.34778
0.682815,0.988071,1.69433
0.534394,0.207015,1.64061
0.442331,0.900892,1.23476
0.491965,0.773222,3.51677
0.551323,0.923432,2.81137
0.288333,0.68396,5.43716
0.207556,0.754076,0.288701
0.176051,0.822007,1.01798
0.955322,0.496159,5.42069
0.0981868,0.291716,5.85366
0.381983,0.825922,0.427976
0.418353,0.78625,3.75114
0.374674,0.899719,3.48989
0.39412,0.936131,1.84286
0.116147,0.242635,1.60592
0.889909,0.496854,4.94931
0.635945,0.750374,2.21451
0.901706,0.137798,0.469947
0.926015,0.864389,0.769905
0.927669,0.757791,3.08795
0.1018,0.933816,2.5029
0.676147,0.972004,4.40231
0.982988,0.793115,4.26795
0.657312,0.213082,2.13773
0.21949,0.445252,0.467739
0.426882,0.618286,0.324965
0.33062,0.946109,1.11167
0.307524,0.211882,3.96375
0.984186,0.438434,1.88922
0.763682,0.409848,4.75678
0.17014,0.90849,2.1462
0.909439,0.670102,2.02478
0.00362528,0.296994,3.97086
0.856518,0.769033,3.6738
0.0401336,0.888105,2.54954
0.570905,0.334279,4.66466
0.135581,0.773379,1.92738
0.284566,0.984352,3.14201
0.306069,0.921964,5.68138
0.263839,0.990581,0.2221
0.276784,0.523916,1.1191
0.880432,0.828058,1.76654
0.239588,0.675446,4.90473
0.0829812,0.113002,0.481139
0.704383,0.83068,5.05337
0.205776,0.906033,5.8858
0.49218,0.150028,4.9315
0.281693,0.891869,2.29723
0.212336,0.475578,0.264065
0.405897,0.65333,4.7295
0.701151,0.734828,0.316316
0.285732,0.961259,0.879162
0.205899,0.829661,5.85617
0.201295,0.321415,3.26068
0.201985,0.236454,0.588075
0.3853,0.767366,2.3567
0.686252,0.520704,1.25597
0.0605656,0.943627,0.719545
0.752979,0.885996,1.26402
0.957991,0.896079,0.276758
0.247411,0.953007,4.66638
0.556712,0.935165,4.60953
0.314873,0.691058,1.25253
0.293019,0.115436,3.07317
0.498622,0.691783,6.13098
0.324252,0.75011,1.00906
0.701557,0.688966,1.31914
0.954893,0.800936,3.34949
0.783571,0.276029,5.76017
0.0962016,0.757236,4.90221
0.958818,0.910834,1.46021
0.918131,0.564242,4.42737
0.760594,0.323364,2.15657
0.268168,0.1658,4.44886
0.338674,0.558462,0.795114
0.893751,0.511419,1.94115
0.864687,0.295816,2.64297
0.194914,0.748078,3.40146
0.345137,0.501903,4.61388
0.0367623,0.381079,2.58956
0.766321,0.884419,2.69957
0.79802,0.375783,4.13253
0.989117,0.466484,0.805012
0.0574184,0.936491,4.1314
0.868096,0.564397,4.56962
0.932864,0.518555,6.27759
0.812571,0.993253,4.119
0.315111,0.964126,4.90603
0.772745,0.929877,3.41628
0.431266,0.843422,1.26967
0.0891424,0.778091,1.6985
0.835277,0.692565,2.95276
0.897331,0.342355,3.6253
0.809252,0.937399,0.0737842
0.428401,0.613654,1.65483
0.298557,0.841134,5.66354
0.870072,0.316828,2.05756
0.0551312,0.537596,3.69685
0.905352,0.452888,0.26049
0.742536,0.275407,5.17293
0.982542,0.672585,1.47049
0.999795,0.770035,4.2341
0.0662873,0.496464,6.13978
0.905699,0.867666,4.49236
0.852148,0.401444,0.239251
0.604731,0.655051,0.51792
0.0413852,0.848205,4.45604
0.735472,0.403536,4.12696
0.69787,0.567329,0.637036
0.0367473,0.802341,0.429801
0.545067,0.393464,3.09688
0.172446,0.775257,5.00646
0.716692,0.750827,4.42482
0.292053,0.499372,3.54978
0.2821,0.335911,0.0701835
0.650931,0.701384,0.436234
0.412111,0.741381,0.802149
0.362198,0.200122,3.56824
0.894497,0.939556,3.61558
0.822819,0.436264,2.87835
0.31814,0.646527,3.34421
0.438435,0.723679,2.2094
0.525469,0.86014,4.36676
0.970736,0.21401,3.0145
0.627778,0.96765,2.61077
0.0186437,0.267665,2.21492
0.410289,0.501089,6.16837
0.502806,0.90353,1.85815
0.831799,0.186229,5.81225
0.863888,0.934324,4.04253
0.513103,0.124181,3.06329
0.554887,0.768449,4.96644
0.0148327,0.307474,5.18614
0.829532,0.992557,2.39886
0.336063,0.881828,1.04678
0.226695,0.732446,5.69569
0.206455,0.426139,0.11549
0.932226,0.853433,3.12074
0.0932412,0.81164,2.13358
0.0401509,0.190716,2.91424
0.348674,0.870424,6.09857
0.0305125,0.500019,0.0175155
0.678819,0.829932,1.56234
0.0343402,0.379568,0.667059
0.554552,0.967335,5.81104
0.00406032,0.783098,3.71681
0.150619,0.964799,0.957626
0.221241,0.47622,3.05076
0.694996,0.854008,0.0920057
0.0346113,0.869596,5.59405
0.801588,0.968891,1.61363
0.187273,0.869355,6.12408
0.480507,0.33972,2.6013
0.0921503,0.673145,0.43624
0.676463,0.388822,4.32087
0.796952,0.303816,4.10942
0.907516,0.0791961,0.866098
0.628349,0.860133,1.43341
0.404544,0.707728,5.27596
0.0741885,0.678085,3.6985
0.497876,0.423342,2.65508
0.538304,0.907523,0.125217
0.305992,0.656038,5.65779
0.721926,0.196887,4.97842
0.86308,0.393309,2.76086
0.188072,0.855121,0.693262
0.0236818,0.883805,4.0247
0.400764,0.839083,4.13094
0.158173,0.459001,3.47314
0.537571,0.575257,1.04821
0.81637,0.549364,1.01518
0.779695,0.895222,1.40524
0.118496,0.673476,5.05874
0.734085,0.495268,2.29999
0.243325,0.269026,2.06594
0.0128162,0.576684,2.17729
0.776301,0.735582,1.23641
0.98118,0.786444,5.66825
0.237674,0.992849,0.370147
0.0315689,0.295586,4.25629
0.135379,0.585329,1.51939
0.648343,0.971273,5.76342
0.202661,0.166703,6.10979
0.69828,0.38192,2.9943
0.446207,0.720003,5.31505
0.731347,0.387606,3.4643
0.326967,0.963556,1.18655
0.898888,0.195677,2.03237
0.522727,0.697432,0.0136186
0.120195,0.973332,0.729604
0.331419,0.424506,5.73044
0.126509,0.859173,2.83151
0.0568388,0.972865,3.55393
0.966245,0.977088,4.82028
0.274593,0.866121,1.31167
0.847984,0.909045,0.761
0.0830966,0.360453,2.58958
0.518913,0.668242,1.69211
0.634925,0.891475,5.24552
0.741345,0.565419,2.48369
0.30267,0.276297,2.19747
0.152214,0.494058,0.227498
0.627401,0.376017,4.70637
0.529532,0.957854,0.143366
0.279964,0.698647,4.94768
0.76674,0.89696,5.63566
0.319681,0.791369,4.04851
0.0650233,0.817117,1.69059
0.582692,0.866675,0.303136
0.573427,0.981785,2.61194
0.157976,0.991245,0.376816
0.936887,0.995132,4.46345
0.918856,0.742561,4.31942
0.823283,0.557013,4.06652
0.469795,0.945936,2.77542
0.506967,0.920057,4.96147
0.441961,0.453668,5.46372
0.359319,0.318204,2.3956
0.781064,0.40335,4.02366
0.354332,0.98099,0.790355
0.894649,0.450309,3.84705
0.11454,0.63579,3.30279
0.467742,0.491848,5.01499
0.69112,0.396261,3.13892
0.228691,0.653887,4.44765
0.360831,0.295538,4.2216
0.790533,0.642822,0.201975
0.911917,0.620906,2.31035
0.0955624,0.948826,2.06038
0.393194,0.728344,0.333891
0.60948,0.969547,4.6932
0.46997,0.305323,0.741111
0.59609,0.560571,4.77132
0.924496,0.677906,0.717861
0.892625,0.76561,2.31399
0.729373,0.934052,2.94561
0.413882,0.697257,0.0117723
0.89614,0.917174,3.52128
0.0484044,0.943793,1.24138
0.168694,0.899692,1.96016
0.656075,0.544752,4.38935
0.336126,0.31024,1.82274
0.8035,0.536895,3.17324
0.967623,0.792215,4.87908
0.41485,0.28581,1.9854
0.359572,0.753674,2.05103
0.815965,0.656038,2.75863
0.817802,0.465086,0.702906
0.662322,0.833863,0.111867
0.00132663,0.209829,5.97673
0.974645,0.890535,3.0649
0.618847,0.867216,1.04171
0.876659,0.608912,1.38911
0.522607,0.866476,4.96899
0.0348631,0.725994,5.04313
0.0863143,0.532737,1.68845
0.504602,0.761275,3.3323
0.521534,0.797128,0.871485
0.479337,0.356921,5.48675
0.061402,0.912671,3.09845
0.0377984,0.948345,2.67446
0.204076,0.890567,4.75076
0.00908259,0.876455,0.833546
0.902037,0.652811,4.42729
0.676923,0.300677,2.97011
0.0408538,0.342833,4.61876
0.907286,0.841382,4.08879
0.302252,0.611762,0.725332
0.612417,0.532283,5.83152
0.344144,0.530485,2.96661
0.041219,0.949211,0.721936
0.380082,0.37502,0.310374
0.239857,0.87526,5.15992
0.901969,0.550326,0.816665
0.457593,0.916452,3.46264
0.547528,0.458661,5.22535
0.614829,0.755161,2.34342
0.317041,0.731142,3.72832
0.299902,0.714058,1.39765
0.58279,0.671325,3.01519
0.598806,0.726331,6.26289
0.799658,0.872857,4.12416
0.167493,0.906774,0.606305
0.714895,0.838208,4.42242
0.114361,0.738183,3.67357
0.43129,0.209989,0.15332
0.917192,0.378443,2.8356
0.571637,0.572563,1.66102
0.857808,0.928731,2.0266
0.29774,0.99265,0.723033
0.898313,0.977221,1.83845
0.928376,0.353957,0.800787
0.886447,0.855887,6.08105
0.644969,0.622908,3.43039
0.478692,0.968349,1.96526
0.599794,0.871945,1.05009
0.438142,0.737525,1.13861
0.985136,0.563276,1.50809
0.891912,0.219716,3.25864
0.403664,0.920686,5.29911
0.364027,0.401627,5.088
0.161062,0.82978,1.91653
0.472957,0.967147,1.30923
0.179437,0.654422,1.06051
0.85572,0.672544,1.57764
0.994612,0.9344,0.586008
0.815821,0.185456,3.44345
0.162693,0.347761,5.11813
0.345546,0.711323,6.24647
0.0361015,0.527678,0.0921295
0.00544215,0.192768,0.799234
0.390657,0.763924,6.20669
0.356541,0.976675,4.59715
0.608375,0.532308,5.01878
0.658715,0.93871,5.8024
0.372033,0.494728,0.42799
0.64456,0.959197,0.795981
0.983801,0.507111,2.33503
0.877276,0.844502,2.11277
0.877126,0.750654,3.04859
0.663212,0.885766,5.41379
0.742884,0.493885,3.65887
0.685986,0.616876,1.17738
0.981976,0.933637,5.65855
0.522291,0.658062,4.92646
0.582108,0.781931,3.41705
0.542312,0.439742,0.32657
0.138197,0.342721,5.00641
0.976358,0.95978,0.354122
0.8389,0.847656,3.69807
0.982317,0.38857,3.79583
0.898425,0.738131,5.59449
0.818913,0.512479,0.246826
0.00350386,0.324049,4.77064
0.0219066,0.526243,4.54682
0.773703,0.955093,5.17824
0.256802,0.316026,5.53667
0.570933,0.950005,4.20285
0.708877,0.285823,0.0637042
0.690285,0.434964,5.04765
0.710163,0.812982,2.59591
0.281354,0.263159,4.19827
0.617412,0.429006,3.18904
0.410447,0.958549,0.524503
0.390785,0.932734,3.81757
0.457253,0.622998,0.762439
0.993967,0.308758,4.89986
0.775194,0.830946,0.464687
0.353884,0.501923,1.12897
0.971428,0.271641,0.167949
0.026429,0.11635,2.56192
0.925218,0.748666,3.75613
0.720016,0.964287,3.80883
0.968163,0.870757,2.48811
0.846161,0.800727,5.11023
0.364624,0.903402,0.350903
0.612556,0.268136,4.04957
0.539573,0.546397,5.55567
0.692512,0.71475,4.17738
0.342851,0.237225,1.95261
0.114274,0.949086,1.36407
0.991216,0.658048,1.8205
0.557044,0.996832,0.461063
0.646546,0.741494,2.3296
0.0387398,0.708883,5.03332
0.618649,0.629095,2.26792
0.708656,0.628442,1.77068
0.592197,0.720191,4.49982
0.300146,0.0720654,3.99601
0.961716,0.820784,1.49287
0.421516,0.706375,2.12109
0.556005,0.751647,1.14529
0.855116,0.572652,1.47152
0.596043,0.103046,2.94909
0.673057,0.91317,1.12958
0.674548,0.705825,3.29441
0.906768,0.749765,1.06901
0.800381,0.720073,0.773343
0.00236948,0.465322,4.72557
0.901696,0.99383,4.86347
0.768774,0.450794,2.47356
0.0948698,0.631392,6.12795
0.014111,0.980349,2.28742
0.875805,0.999664,4.37492
0.839041,0.826792,1.64695
0.628444,0.612804,5.44711
0.721458,0.923968,0.937877
0.798302,0.832892,1.23742
0.654963,0.866188,2.4143
0.399648,0.900458,5.22266
0.825694,0.990023,5.56326
0.739699,0.634897,5.75825
0.383078,0.441887,4.92648
0.326331,0.884815,0.71469
0.403687,0.980017,1.11401
0.867352,0.75969,1.34825
0.984696,0.426046,2.89528
0.897301,0.907537,5.90566
0.558595,0.282335,3.07266
0.822748,0.410139,2.51464
0.632402,0.322346,2.7081
0.599848,0.857419,0.294756
0.121859,0.865274,1.32491
0.442606,0.227132,3.13514
0.677238,0.661332,5.25653
0.547497,0.741377,1.74393
0.906572,0.758456,0.640167
0.00820471,0.492904,2.08736
0.992149,0.69021,5.8861
0.589797,0.284454,0.302599
0.153343,0.821756,3.92273
0.501573,0.980474,4.48569
0.686074,0.732626,3.14808
0.761773,0.614693,0.832479
0.47776,0.505728,5.93965
0.550017,0.955827,2.65382
0.423688,0.560109,2.4579
0.17492,0.797982,2.80725
0.866744,0.529404,2.64635
0.632779,0.0583966,1.14955
0.0517299,0.952413,1.20481
0.392228,0.919994,5.56333
0.103205,0.578854,0.606622
0.0370395,0.858478,4.08557
0.960441,0.599273,2.48892
0.0431534,0.517459,5.93165
0.368723,0.192448,5.7932
0.0691736,0.793656,2.86564
0.280557,0.117286,5.40074
0.961467,0.581911,4.19495
0.523574,0.658345,0.554588
0.319469,0.606456,5.92881
0.931996,0.420015,3.51747
0.747411,0.500552,5.03538
0.984049,0.561888,2.82294
0.575426,0.71999,0.718261
0.749478,0.592403,0.809573
0.32417,0.522773,0.676755
0.933369,0.75982,5.07961
0.389328,0.826319,2.77122
0.520059,0.0971822,3.48352
0.0703714,0.430622,0.669453
0.761109,0.670944,1.71735
0.902368,0.680791,3.19932
0.745599,0.845641,0.0568184
0.467502,0.99226,0.444538
0.206933,0.803625,1.86104
0.858749,0.35075,1.14063
0.917125,0.81278,0.972831
0.470999,0.38768,1.01772
0.306203,0.354006,1.72064
0.761553,0.558173,4.54816
0.283385,0.615662,0.0698232
0.381876,0.975324,6.27339
0.0448844,0.981824,0.38209
0.0645076,0.913225,3.28496
0.0526233,0.817795,4.38807
0.488763,0.742153,4.00023
0.0950012,0.78639,4.82968
0.539644,0.840729,4.07286
0.522141,0.812275,2.53938
0.0184412,0.621816,4.53564
0.359768,0.878492,3.21484
0.518704,0.450977,2.436
0.801266,0.68914,3.50558
0.97219,0.835895,1.17043
0.158043,0.167159,0.999446
0.351458,0.94731,1.73088
0.862963,0.917113,1.75678
0.34217,0.988745,1.18057
0.490555,0.505711,5.10638
0.434548,0.697734,2.94403
0.109615,0.298785,1.83933
0.534603,0.397374,4.26201
0.0716371,0.987956,4.08052
0.102072,0.492802,6.14762
0.155121,0.821848,3.44159
0.34028,0.821422,5.86191
0.989099,0.813769,0.775005
0.0977416,0.746071,1.82541
0.124562,0.568826,5.90453
0.25465,0.242864,1.11607
0.215184,0.603332,5.05667
0.0223103,0.221963,2.51268
0.738809,0.876084,1.99163
0.817896,0.595351,2.69945
0.0277713,0.842104,5.75538
0.0123031,0.782284,1.95994
0.133865,0.622587,0.642406
0.429674,0.938143,5.09169
0.9547,0.0531546,4.32844
0.138338,0.632934,0.45485
0.232972,0.976951,3.09823
0.792892,0.980648,1.25221
0.308258,0.911205,4.90856
0.45137,0.589972,3.73231
0.149558,0.336855,4.36637
0.877076,0.998336,3.329
0.0291905,0.0493505,0.60221
0.0936148,0.641285,4.07376
0.141272,0.106397,4.3391
0.347052,0.765603,5.96472
0.100307,0.446242,1.79993
0.519833,0.51293,1.87135
0.502487,0.445813,1.9446
0.966988,0.820877,4.58016
0.752371,0.233823,4.12626
0.593464,0.426783,2.88156
0.745496,0.637395,0.569938
0.200084,0.909328,2.28892
0.0685164,0.568306,0.161786
0.709433,0.626768,5.77897
0.620474,0.802078,6.14356
0.0531232,0.59658,0.76233
0.682764,0.517672,0.32852
0.553813,0.356277,2.81513
0.558331,0.682883,5.85548
0.847162,0.564303,0.242515
0.457636,0.580514,1.77796
0.210533,0.892129,2.84859
0.432151,0.836206,2.09598
0.379154,0.566727,3.1814
0.533863,0.51985,6.04976
0.307804,0.901336,5.30506
0.195427,0.692861,0.194492
0.458642,0.46871,0.762961
0.80338,0.927368,6.0867
0.98363,0.724511,5.99182
0.928213,0.590192,0.64353
0.652442,0.769622,5.23286
0.439217,0.913526,1.87517
0.811454,0.78136,1.63267
0.441642,0.776959,1.19834
0.121244,0.464245,3.19579
0.217156,0.980957,4.83921
0.488867,0.700647,5.69401
0.688628,0.87273,0.762742
0.567614,0.722302,3.46681
0.975239,0.96179,6.1195
0.678992,0.688828,3.49151
0.665412,0.686352,2.04593
0.881722,0.985332,3.77645
0.379381,0.511736,4.58105
0.740318,0.301092,0.108571
0.332772,0.65923,2.22164
0.712723,0.157929,1.6018
0.515451,0.753625,4.56607
0.33176,0.99497,4.41689
0.957103,0.780303,4.99944
0.799774,0.908828,2.65713
0.990662,0.861665,1.29464
0.835373,0.891023,2.85631
0.698029,0.898031,2.1909
0.810439,0.834686,2.53741
0.874999,0.727191,2.04344
0.261726,0.541305,0.213775
0.78886,0.918747,2.54743
0.358091,0.676702,1.95854
0.380164,0.397485,0.974238
0.887474,0.89278,1.64335
0.23052,0.605475,5.77578
0.190704,0.645826,2.48971
0.999931,0.833482,2.99496
0.63891,0.732875,0.666388
0.861464,0.566256,6.26956
0.773453,0.744322,6.1959
0.097246,0.754336,0.529812
0.0592517,0.393833,3.225
0.590772,0.564348,2.29925
0.657584,0.725764,2.19727
0.142887,0.672747,0.849891
0.183581,0.790242,5.97532
0.877452,0.414168,3.09934
0.645702,0.514026,0.38709
0.175243,0.489347,1.87685
0.813079,0.704458,1.89576
0.912068,0.909849,0.702513
0.0110209,0.439324,4.98032
0.923194,0.347093,1.98093
0.170435,0.671779,0.738976
0.861904,0.333772,4.73009
0.828276,0.466892,2.18805
0.112716,0.633108,3.98621
0.00061825,0.661541,1.52307
0.365211,0.98081,0.0879607
0.634132,0.945785,1.84873
0.444801,0.902533,6.22298
0.301904,0.781643,5.16749
0.836103,0.739453,2.03799
0.665465,0.962423,4.26427
0.10467,0.739357,1.78556
0.128971,0.697907,4.22373
0.0822111,0.984719,5.3923
0.595465,0.139662,4.97054
0.616987,0.840348,5.41793
0.406173,0.968175,3.63271
0.158642,0.72529,4.53886
0.502826,0.684559,0.317247
0.238476,0.958229,4.03584
0.673134,0.852639,5.36956
0.803504,0.843247,4.2766
0.276444,0.806556,1.20548
0.498775,0.764394,2.66057
0.889156,0.420082,2.04959
0.0251845,0.376405,5.79363
0.629771,0.856136,4.70513
0.655322,0.9876,0.735639
0.87578,0.459938,1.73275
0.981776,0.368907,4.41901
0.998806,0.828952,5.26439
0.651691,0.703066,0.586877
0.313608,0.352747,5.14982
0.117061,0.929254,3.61461
0.911821,0.732663,1.04014
0.674404,0.113912,2.13706
0.999943,0.546002,4.89571
0.628908,0.404005,0.820458
0.582962,0.197645,2.72971
0.853413,0.93113,4.62144
0.987665,0.361413,5.34078
0.966137,0.877281,6.14959
0.459187,0.232067,3.7108
0.523994,0.684602,3.2311
0.291187,0.0917165,6.15354
0.608752,0.936215,0.0758252
0.476208,0.704252,1.33864
0.386764,0.773427,4.87635
0.909354,0.527014,4.03569
0.889185,0.804329,5.5852
0.345016,0.340913,4.79145
0.75742,0.95452,2.40422
0.274437,0.995351,4.68286
0.692976,0.331499,4.32702
0.72847,0.995237,0.700272
0.709322,0.27302,5.52845
0.223916,0.077085,5.47981
0.144026,0.999152,0.223804
0.240302,0.516065,0.322011
0.141745,0.804278,6.07565
0.803587,0.957725,2.81537
0.734711,0.838424,3.28236
0.836981,0.254826,0.705508
0.0347392,0.824994,2.90671
0.413929,0.665208,3.86318
0.39204,0.822226,2.17669
0.952399,0.499295,0.37514
0.528817,0.852314,1.69859
0.152608,0.818397,5.75601
0.099558,0.502052,2.97869
0.604111,0.786288,5.0022
0.172892,0.771385,5.24736
0.0406605,0.736401,1.26239
0.134372,0.471244,1.36392
0.330112,0.739629,1.10572
0.642472,0.416169,3.20257
0.848973,0.480724,6.1597
0.424446,0.679059,5.6134
0.782524,0.985873,3.78856
0.5801,0.448087,0.374557
0.679894,0.363484,2.78125
0.193575,0.874667,0.994286
0.343071,0.3335,5.86999
0.849011,0.830062,4.56771
0.606394,0.728909,2.46595
0.813011,0.344351,5.48353
0.210907,0.826986,4.66008
0.550012,0.646376,3.03405
0.631102,0.993449,4.63294
0.502114,0.679992,0.631192
0.177209,0.93348,1.67039
0.500207,0.580625,0.594523
0.236637,0.764832,5.46317
0.634342,0.00769753,1.99588
0.135018,0.640071,6.15554
0.828167,0.857777,0.484854
0.410906,0.953551,5.74016
0.411594,0.988426,2.48342
0.489901,0.999929,5.05739
0.413707,0.790335,5.58907
0.668212,0.595966,4.88559
0.472915,0.900221,2.47251
0.363417,0.963914,5.72982
0.345247,0.919539,1.11264
0.846309,0.394804,2.01
0.0216478,0.59496,5.97766
0.159057,0.673199,1.69918
0.103305,0.86771,0.477722
0.812118,0.7992,3.98256
0.597472,0.601424,2.39474
0.329864,0.371396,1.13259
0.107573,0.867608,3.79093
0.233161,0.566268,4.22394
0.397439,0.194672,6.23023
0.39762,0.283188,1.88695
0.353935,0.866536,3.70301
0.741866,0.917885,0.635077
0.502599,0.958217,3.98468
0.103395,0.507238,2.41299
0.45518,0.63912,3.44131
0.893723,0.981848,5.82681
0.278651,0.457138,2.26012
0.0721125,0.868898,3.77502
0.990119,0.756925,5.93227
0.898505,0.892137,2.56913
0.736263,0.46147,4.85561
0.783091,0.88852,5.02099
0.325221,0.861256,3.90295
0.614008,0.930784,0.796368
0.0546177,0.0981293,0.156278
0.0347606,0.967068,1.75897
0.957802,0.725881,3.3706
0.405804,0.776372,3.21796
0.27136,0.829465,3.78775
0.858897,0.59966,4.01971
0.561486,0.62486,6.06467
0.176136,0.582619,0.46173
0.144405,0.327525,1.58201
0.0586621,0.558908,0.965276
0.761465,0.232273,2.2849
0.917556,0.520844,3.70081
0.585708,0.173379,5.07475
0.336815,0.643351,1.52889
0.397564,0.815256,5.18664
0.670058,0.732841,4.70683
0.717376,0.410529,2.65899
0.117834,0.506281,3.76015
0.336829,0.856401,4.30317
0.695267,0.792375,4.72965
0.728462,0.959192,5.60896
0.105696,0.0546607,2.02669
0.451062,0.834862,3.57622
0.514395,0.931483,1.19617
0.547339,0.845395,2.86572
0.919429,0.926422,4.43834
0.260337,0.772986,2.18239
0.818012,0.967772,1.38062
0.262296,0.446911,1.14197
0.465321,0.567689,4.91708
0.387101,0.79039,0.39647
0.829962,0.601916,4.20249
0.458152,0.991791,4.2024
0.326648,0.328033,2.05959
0.72881,0.185878,1.41769
0.531493,0.496465,0.134803
0.864708,0.739327,1.18044
0.361926,0.349239,1.04773
0.75114,0.356864,3.9542
0.945032,0.71899,5.21906
0.413238,0.800982,4.49481
0.501389,0.34542,3.00993
0.895397,0.727185,2.76605
0.262716,0.963965,4.04447
0.239361,0.815124,4.71642
0.396382,0.690137,4.64794
0.0905291,0.771162,1.16144
0.102111,0.603809,4.4586
0.765083,0.708025,4.71589
0.816879,0.340715,2.84395
0.891412,0.945972,6.2093
0.661186,0.4911,1.01114
0.995371,0.960977,2.53594
0.191783,0.792424,3.25061
0.481145,0.977273,2.00796
0.632206,0.733274,0.846767
0.891399,0.764457,3.56267
0.117243,0.687042,2.62503
0.791788,0.322061,2.75134
0.53172,0.642592,4.33391
0.117335,0.701926,1.02861
0.920976,0.0648221,1.1944
0.670533,0.529956,4.50787
0.96647,0.802268,3.28301
0.251305,0.231471,1.29142
0.0822767,0.887574,2.71364
0.589102,0.925328,4.81887
0.570583,0.45448,0.647764
0.739264,0.96344,5.14329
0.207093,0.9987,5.35624
0.0588013,0.348644,0.896441
0.153662,0.470145,1.07032
0.571509,0.790845,5.89796
0.385098,0.923103,2.59737
0.0256466,0.133404,1.19249
0.652206,0.972666,6.21832
0.749029,0.799918,2.87887
0.291955,0.781633,2.14308
0.124976,0.612232,4.13129
0.725088,0.496084,2.58896
0.949248,0.720317,0.940701
0.782749,0.41346,4.80314
0.280162,0.999825,5.48645
0.156871,0.876792,5.91134
0.363821,0.633559,1.54772
0.143974,0.490885,5.96142
0.631211,0.443956,0.508126
0.789099,0.555748,6.12742
0.0451091,0.475412,4.49319
0.968552,0.614624,1.99622
0.721773,0.609084,2.21376
0.823095,0.842413,1.08262
0.619986,0.856157,5.582
0.677642,0.281747,4.4888
0.958826,0.87744,3.46277
0.451876,0.549629,5.01034
0.963209,0.374845,5.96082
0.192331,0.533326,3.52895
0.576744,0.807896,5.63847
0.419616,0.686611,1.76097
0.256937,0.860034,3.22576
0.727653,0.355048,2.23652
0.281866,0.408398,2.20633
